"FSC-A","FSC-H","FSC-W","SSC-A","SSC-B-A","SSC-B-H","SSC-B-W","SSC-H","SSC-W","Comp-APC-A :: OVA-Tet","Comp-APC-Fire 750-A :: CD3","Comp-APC-Fire 810-A :: CD4","Comp-Alexa Fluor 488-A :: TCF1","Comp-Alexa Fluor 532-A :: CD8","Comp-Alexa Fluor 700-A :: CD101","Comp-BV421-A :: Tbet","Comp-BV510-A :: CD62L","Comp-BV570-A :: CD44","Comp-BV605-A :: CD45.1","Comp-BV650-A :: CX3CR1","Comp-BV711-A :: CD45.2","Comp-BV785-A :: CD69","Comp-CellTrace Violet-A :: CTV","Comp-PE-A :: Ly108","Comp-PE-Cy7-A :: EOMES","Comp-PE-Dazzle594-A :: PD1","Comp-PerCP-eFluor 710-A :: TIM3","Comp-Zombie NIR-A :: Viability","Time"
622,478,191,195,105,80,193,161,177,632,462,261,323,548,428,277,330,662,416,304,603,257,286,648,357,561,280,247,35
465,387,176,129,65,55,175,114,167,653,500,270,525,562,410,328,306,678,365,405,647,234,284,604,351,590,356,286,45
522,427,179,137,80,63,186,110,181,539,403,264,373,545,429,321,303,670,342,605,607,299,305,475,324,337,385,241,68
485,417,170,113,58,49,174,101,163,494,412,299,342,500,406,314,329,675,360,304,564,296,302,420,327,438,238,254,168
486,401,178,134,75,61,178,117,166,618,418,260,321,537,519,307,313,657,439,491,615,260,273,598,305,553,405,241,171
350,304,169,95,48,41,169,87,160,556,420,289,454,439,464,334,315,590,333,299,633,257,735,542,338,295,259,235,188
598,478,183,163,91,54,246,108,219,528,461,223,375,480,469,342,682,706,397,277,668,237,746,454,398,297,296,223,207
456,384,174,104,63,54,172,93,164,510,408,335,285,480,432,278,296,664,371,468,611,265,292,271,328,376,340,253,214
553,470,172,113,74,59,184,98,169,553,489,304,338,483,417,312,310,690,481,609,607,277,276,473,326,443,444,277,218
551,417,194,150,82,61,198,120,183,623,524,377,620,618,461,407,411,708,428,331,633,251,317,657,428,561,376,270,231
537,450,175,136,87,75,170,122,162,405,450,276,325,539,474,291,332,725,427,289,653,293,600,582,305,323,294,230,236
564,460,180,136,69,55,182,117,170,620,444,311,355,562,438,337,349,654,451,299,561,279,285,603,328,546,374,242,252
616,508,178,120,66,51,189,103,170,664,399,328,388,597,467,355,345,708,424,391,636,273,302,663,373,549,350,238,259
589,480,180,118,67,53,187,100,172,634,409,291,303,568,430,312,362,718,395,360,604,271,294,587,340,298,308,280,280
414,337,180,113,56,45,183,100,166,573,546,412,678,510,432,532,293,625,427,414,660,228,283,546,391,494,276,242,291
604,472,187,178,87,58,220,135,194,655,465,271,399,568,484,322,337,659,426,366,606,283,296,638,371,507,357,233,296
548,433,185,134,68,45,223,100,196,650,474,315,426,554,472,330,324,672,389,359,605,261,296,637,383,554,407,259,297
488,408,175,123,70,53,193,96,188,539,419,262,366,493,462,321,438,671,333,286,642,276,667,531,351,300,286,250,373
507,388,191,149,76,54,208,117,186,609,446,318,351,522,438,301,428,714,356,315,617,246,295,559,380,366,275,251,406
345,274,185,101,59,48,180,88,168,472,507,221,585,459,495,304,301,582,287,326,636,279,287,576,351,421,273,214,416
569,475,176,126,79,64,181,110,167,551,425,281,353,455,382,305,333,692,387,619,595,299,282,393,326,302,346,248,430
571,461,181,157,81,66,178,137,167,583,506,320,327,423,480,301,312,681,395,335,666,257,293,348,348,359,496,252,433
456,377,177,87,42,34,183,76,168,596,520,242,470,513,463,328,307,659,368,430,636,277,276,461,365,322,328,214,434
623,472,193,194,95,63,220,140,202,610,432,266,433,514,451,337,352,705,472,390,598,275,290,631,364,588,377,250,439
386,318,178,142,79,67,173,127,163,587,539,280,651,499,468,383,304,609,284,291,641,281,285,602,389,391,340,234,441
390,313,183,173,85,53,234,122,207,559,498,264,604,487,487,359,351,620,293,374,641,271,389,600,423,437,335,276,449
387,313,181,147,78,63,182,125,172,605,533,260,630,539,475,506,294,623,326,402,654,266,276,564,444,570,353,209,451
511,434,173,78,35,27,191,63,181,535,510,252,557,397,444,294,357,617,323,269,664,268,802,418,329,304,282,233,498
294,246,175,124,69,42,238,82,220,458,470,280,597,388,387,381,309,556,288,305,641,247,292,471,409,331,250,279,500
548,463,173,130,77,62,182,115,166,574,399,310,294,524,434,285,334,665,301,314,601,261,312,443,329,383,260,253,506
527,435,177,105,57,49,173,94,163,551,429,299,485,486,442,358,313,687,355,294,637,252,655,277,347,330,273,262,613
379,303,183,118,66,54,177,105,165,671,439,291,516,589,484,347,308,675,396,544,616,259,279,615,395,529,312,235,623
532,458,170,93,57,47,176,82,165,599,401,309,331,562,442,290,328,692,373,294,620,260,317,536,334,390,288,277,640
442,348,186,144,84,73,169,128,164,628,453,277,338,543,468,296,648,700,395,306,650,239,720,383,356,394,268,329,647
426,347,180,157,90,67,198,131,176,673,439,273,504,546,498,383,345,685,349,427,614,254,306,632,455,553,322,236,649
482,391,180,158,85,63,197,129,180,594,436,318,346,576,454,336,322,703,407,543,594,306,298,586,372,532,316,283,653
478,392,179,139,76,63,177,121,167,583,449,257,332,536,447,280,379,683,359,330,628,236,402,625,325,404,238,218,670
480,387,182,153,86,70,181,133,168,566,434,334,552,517,421,460,371,692,402,286,612,282,388,454,408,339,275,262,707
412,372,162,146,86,63,201,104,204,557,480,323,565,532,495,402,313,624,371,533,593,285,273,565,414,531,294,268,708
377,305,181,115,61,38,232,79,212,615,543,293,515,532,470,366,580,641,378,259,635,261,400,714,401,534,317,249,739
509,437,171,140,81,68,174,123,166,591,459,308,346,557,462,319,314,689,387,454,603,290,283,560,335,297,315,245,744
531,440,177,148,92,71,189,121,179,635,453,284,381,576,406,339,341,657,328,341,561,294,275,612,352,498,343,278,745
719,505,209,140,74,51,211,111,184,667,462,334,383,588,455,341,360,700,494,337,591,294,295,667,430,614,369,261,782
574,464,181,148,82,52,229,110,197,681,481,294,373,562,482,354,329,726,437,602,602,283,293,643,409,592,332,268,783
555,459,177,107,61,50,176,96,163,660,495,294,342,532,508,284,320,701,451,296,646,261,491,350,314,370,309,242,798
538,432,182,144,75,61,180,128,164,653,438,292,366,607,488,309,386,702,422,306,623,255,303,673,357,570,251,237,826
424,357,174,80,46,36,188,69,168,555,553,268,670,503,526,485,281,623,283,309,720,238,607,504,420,317,322,198,833
541,457,173,137,71,58,177,123,163,638,406,302,353,598,466,278,545,682,328,313,639,262,657,533,318,310,289,255,847
611,464,193,150,85,69,182,129,171,608,498,283,395,518,399,313,325,689,321,284,623,250,299,601,363,585,423,261,873
463,325,208,161,92,65,206,124,191,704,481,332,670,608,494,499,400,711,392,353,587,289,294,658,447,595,373,263,883
551,452,179,137,69,54,189,115,174,600,453,373,514,571,502,346,323,692,462,337,629,263,305,652,404,510,393,267,923
331,279,174,187,101,60,248,131,209,549,501,306,483,557,452,396,329,706,375,357,635,242,311,417,457,292,324,252,925
462,392,173,118,62,49,186,100,172,632,405,343,367,508,508,297,293,688,444,512,603,276,282,667,366,601,376,257,931
606,481,185,182,113,93,179,160,166,682,445,354,370,633,492,288,310,708,391,341,619,280,320,669,331,571,298,286,939
611,480,186,141,84,66,186,118,175,663,442,291,357,559,495,325,309,677,423,668,608,301,294,534,388,517,439,246,968
556,454,179,188,108,80,198,153,180,639,437,291,368,569,427,343,310,704,399,678,611,283,295,585,418,375,393,269,968
547,442,181,112,63,50,184,94,175,669,451,410,345,563,375,320,336,679,428,417,580,287,274,619,285,537,367,296,995
592,451,192,105,56,46,180,90,171,612,429,309,317,603,423,286,395,684,358,334,594,273,307,644,318,467,306,276,999
552,454,178,148,95,79,177,128,169,545,443,333,350,531,427,294,332,701,436,385,656,271,294,639,366,454,385,237,1020
603,488,181,129,76,61,183,113,167,600,455,387,366,566,444,318,315,709,442,540,581,262,298,495,371,557,251,243,1021
